ID,Name,Code,Country
10226,Atifly,A1F,United States
10318,Air UK,\N,United Kingdom
10334,Suckling Airways,\N,United Kingdom
10367,Reno Sky,\N,United States
10371,Aerolineas heredas santa maria,SZB,Dominican Republic
10372,Ciao Air,\N,Italy
10642,Jc royal.britannica,JRB,United Kingdom
10646,Birmingham European,\N,United Kingdom
10650,Pal airlines,\N,Chile
10673,CanXpress,CA1,Canada
10674,Danube Wings (V5),\N,Slovakia
10675,Sharp Airlines,SHA,Australia
10683,CanXplorer,CAP,Canada
10715,Click (Mexicana),\N,Mexico
10735,World Experience Airline,WE1,Canada
10737,ALAK,\N,Russia
10738,AJT Air International,\N,Russia
10739,Air Choice One,\N,United States
10740,Tianjin Airlines,GCR,China
10741,China United,\N,China
10748,Locair,LOC,United States
10758,Safi Airlines,\N,Afghanistan
10765,SeaPort Airlines,SQH,United States
10776,Salmon Air,\N,United States
10796,Fly Illi,ILY,United States
10798,Bobb Air Freight,\N,Germany
10800,Star1 Airlines,HCW,Lithuania
10845,Pelita,\N,Indonesia
10902,Alpi Eagles (E8),\N,Italy
10912,Alaska Seaplane Service,\N,United States
10929,TAN,\N,Argentina
10945,Enerjet,ENJ,Canada
10955,MexicanaLink,MXI,Mexico
10960,Island Spirit,ISX,Iceland
10969,TACA Peru,\N,Peru
11700,Orbest,OBS,Portugal
11719,Southern Air Charter,SOA,Bahamas
11724,SVG Air,SVG,Saint Vincent and the Grenadines
11726,Air Century,CEY,Dominican Republic
11731,Pan Am World Airways Dominicana,\N,Dominican Republic
11732,Primera Air,\N,Iceland
11741,Air Antilles Express,\N,Guadeloupe
11751,Sol Lineas Aereas,OLS,Argentina
11755,Regional Paraguaya,REP,Paraguay
11761,VIP Ecuador,\N,Ecuador
11762,Transportes Aereos Cielos Andinos,NDN,Peru
11763,Peruvian Airlines,\N,Peru
11765,EasyFly,EFY,Colombia
11767,Polar Airlines,\N,Russia
11794,Catovair,\N,Mauritius
11795,Andalus Lineas Aereas,ANU,Spain
11798,Air 26,DCD,Angola
11800,Mauritania Airways,MTW,Mauritania
11802,CEIBA Intercontinental,CEL,Equatorial Guinea
11804,Halcyonair,\N,Cape Verde
11805,Business Aviation,\N,Congo (Kinshasa)
11806,Compagnie Africaine d\\'Aviation,\N,Congo (Kinshasa)
11808,Zambia Skyways,\N,Zambia
11811,AlMasria Universal Airlines,LMU,Egypt
11813,EgyptAir Express,MSE,Egypt
11814,SmartLynx Airlines,\N,Latvia
11815,Air Italy Egypt,EUD,Egypt
11816,KoralBlue Airlines,KBR,Egypt
11820,Wind Rose Aviation,WRC,Ukraine
11823,Elysian Airlines,GIE,Cameroon
11833,Sevenair,SEN,Tunisia
11834,Hellenic Imperial Airways,IMP,Greece
11836,Amsterdam Airlines,AAN,Netherlands
11838,Arik Niger,NAK,Niger
11839,Dana Air,\N,Nigeria
11840,STP Airways,STP,Sao Tome and Principe
11843,Med Airways,\N,Lebanon
11850,Skyjet Airlines,SJU,Uganda
11855,Air Volga,\N,Russia
11856,Transavia Denmark,TDK,Denmark
11857,Royal Falcon,RFJ,Jordan
11873,Euroline,MJX,Georgia
11922,Worldways,WGC,Canada
11943,Turkuaz Airlines,TRK,Turkey
11947,Athens Airways,\N,Greece
11948,Viking Hellas,VKH,Greece
11949,Norlandair,FNA,Iceland
11950,Flugfelag Vestmannaeyja,FVM,Iceland
11963,Starline.kz,\N,Kazakhstan
11995,Euro Harmony,EHM,Portugal
12960,Lugansk Airlines,\N,Ukraine
12961,Gryphon Airlines,\N,United States
12962,Gadair European Airlines,GDR,Spain
12965,Spirit of Manila Airlines,MNP,Philippines
12975,Chongqing Airlines,CQN,China
12976,Grand China Air,GDC,China
12978,West Air China,CHB,China
12990,Falcon Air (IH),\N,Sweden
12997,QatXpress,QAX,Qatar
13076,OneChina,1CH,China
13088,NordStar Airlines,\N,Russia
13089,Joy Air,JOY,China
13105,Air India Regional,\N,India
13106,MDLR Airlines,\N,India
13107,Jagson Airlines,JGN,India
13108,Maldivian,\N,Maldives
13130,Xpressair,\N,Indonesia
13178,Strategic Airlines,\N,Australia
13181,Fars Air Qeshm,QFZ,Iran
13187,Eastok Avia,EAA,Kyrgyzstan
13188,Jupiter Airlines,JPU,United Arab Emirates
13189,Vision Air International,VIS,Pakistan
13190,Al-Naser Airlines,\N,Iraq
13200,Fuji Dream Airlines,\N,Japan
13202,Korea Express Air,KEA,South Korea
13209,Eznis Airways,EZA,Mongolia
13211,Pacific Flier,PFL,Palau
13217,Syrian Pearl Airlines,PSB,Syria
13218,SGA Airlines,\N,Thailand
13242,Air2there,\N,New Zealand
13254,Avianova (Russia),\N,Russia
13303,Parmiss Airlines (IPV),IPV,Iran
13304,EuropeSky,EUV,Germany
13306,BRAZIL AIR,BZE,Brazil
13335,Homer Air,OME,Germany
13388,Court Line,???,United Kingdom
13389,South West Africa Territory Force,***,Namibia
13390,Lombards Air,---,South Africa
13391,U.S. Air,--+,United States
13392,Flitestar,===,South Africa
13394,Jayrow,\\'\\,Australia
13395,Llloyd Helicopters,:::,Australia
13397,Wilderness Air,\N,Australia
13398,Whitaker Air,\N,Australia
13633,PanAm World Airways,PQW,United States
13690,Virginwings,VWA,Germany
13704,KSY,KSY,Greece
13732,Buquebus Líneas Aéreas,BQB,Uruguay
13734,SOCHI AIR,KOL,Russia
13757,Wizz Air Ukraine,WAU,Ukraine
13781,88,VVN,Cyprus
13815,LCM AIRLINES,LMM,Russia
13838,Aero Brazil,BZL,Brazil
13899,Cambodia Angkor Air (K6),\N,Cambodia
13905,Skyline nepc,\N,India
13923,THREE,T33,China
13936,Royal European Airlines,\N,United Kingdom
13947,Tom\\'s & co airliners,T&O,France
13983,Azul,AZU,Brazil
14061,LSM Airlines,LOO,Russia
14069,Zapolyarie Airlines,PZY,Russia
14073,Finlandian,FN1,Finland
14094,LionXpress,LIX,Cameroon
14109,Nik Airways,\N,Saudi Arabia
14118,Genesis,\N,Pakistan
14388,Congo Express,\N,Congo (Kinshasa)
14485,Fly Dubai,FDB,United Arab Emirates
14620,Domenican Airlines,MDO,Dominican Republic
14679,ConneX European Airline,2CO,Austria
14725,Air Atlantic,\N,Canada
14728,Air Ops,\N,Sweden
14849,Aereonautica militare,AXZ,Italy
14858,Kal Star Aviation,KLS,Indonesia
14881,LSM AIRLINES ,YZZ,Russia
14921,Aero Lloyd (YP),AEF,Germany
15814,UTair-Express,\N,Russia
15837,Huaxia,\N,China
15867,Zabaykalskii Airlines,ZZZ,Russia
15887,CBM America,XBM,United States
15893,Marysya Airlines,1QA,Russia
15897,N1,\N,Peru
15930,Airlink (SAA),\N,South Africa
15939,Westfalia Express VA,WFX,Germany
15953,JobAir,\N,Czech Republic
15970,Zuliana de Aviacion,ULA,Venezuela
15975,Black Stallion Airways,BSA,United States
15984,German International Air Lines,GER,Germany
15985,TrasBrasil,TBZ,Brazil
15989,TransBrasil Airlines,THS,Brazil
15999,China SSS,\N,China
16025,Nihon.jet,\N,Japan
16084,AIR INDOCHINE,IIA,Vietnam
16093,Transportes Aéreos Nacionales de Selva,\N,Peru
16100,Happy Air,HPY,Thailand
16101,Solar Air,SRB,Thailand
16103,Air Mekong,MKG,Vietnam
16110,Harbour Air (Priv),\N,Canada
16116,Air Hamburg (AHO),AHO,Germany
16120,ZABAIKAL AIRLINES,ZTT,Russia
16127,TransHolding,THI,Brazil
16130,SUR Lineas Aereas,SZZ,Argentina
16131,Aerolineas Africanas,AA1,Guinea
16133,Yeti Airways,\N,Nepal
16134,Georgian Airlines,GEG,Georgia
16135,Yellowstone Club Private Shuttle,\N,United States
16136,Caucasus Airlines,\N,Georgia
16139,Serbian Airlines,SA1,Serbia
16149,Windward Islands Airways,\N,Netherlands Antilles
16150,TransHolding System,TYS,Brazil
16151,CCML Airlines,CCC,Colombia
16197,Air Charter International,\N,France
16198,Small Planet Airlines,ELC,Lithuania
16234,Fly Brasil,FBL,Brazil
16260,AUOS,AUK,United Kingdom
16261,CB Airways UK ( Interliging Flights ),CIF,United Kingdom
16262,Fly Colombia ( Interliging Flights ),3FF,Colombia
16264,Trans Pas Air,TP6,United States
16273,KMV,\N,Russia
16323,Himalayan Airlines,HYM,Nepal
16327,Indya Airline Group,IG1,India
16329,Sunwing,\N,Canada
16358,Turkish Wings Domestic,TWD,Turkey
16359,Japan Regio,ZXY,Japan
16362,OCEAN AIR CARGO,IXO,India
16363,Norte Lineas Aereas,\N,Argentina
16364,Austral Brasil,\N,Brazil
16373,PEGASUS AIRLINES-,\N,Turkey
16399,AirLiberté,\N,France
16409,Nihon.jet connect,NX1,Kyrgyzstan
16415,Camair-co,\N,Cameroon
16437,Aerocontinente (Priv),\N,Peru
16459,Sky Regional,SKV,Canada
16475,TUR Avrupa Hava YollarÄ±,\N,Turkey
16487,Cruzeiro do Sul Servicos Aereos,CRZ,Brazil
16507,LSM International ,UWW,Russia
16508,Baikotovitchestrian Airlines ,BUU,American Samoa
16511,Luchsh Airlines ,LJJ,Russia
16556,ENTERair,QQQ,Poland
16570,Zimbabwean Airlines,\N,Zimbabwe
16585,Air Cargo Germany,\N,Germany
16615,Mongolian International Air Lines ,ZTF,Mongolia
16616,Alaniya Airlines,\N,Russia
16624,Tway Airlines,TWB,South Korea
16625,Papillon Grand Canyon Helicopters,\N,United States
16628,Jusur airways,JSR,Egypt
16645,NEXT Brasil,NXB,Brazil
16660,AeroWorld ,WER,Russia
16671,Cook Island Air,\N,Cook Islands
16675,US Africa Airways,\N,United States
16695,GNB Linhas Aereas,\N,Brazil
16702,Usa Sky Cargo,ES2,United States
16707,Hankook Airline,HNX,South Korea
16715,Red Jet America,\N,United States
16717,REDjet,\N,Barbados
16719,Hellenic Airways,HEY,Greece
16720,Red Jet Andes,\N,Peru
16721,Red Jet Canada,\N,Canada
16723,Sprintair,SRN,Poland
16724,Red Jet Mexico,\N,Mexico
16725,Marusya Airways,MRS,Russia
16726,Era Alaska,ERR,United States
16728,AirRussia,RRJ,Russia
16735,Hankook Air US,HA1,United States
16738,NEPC Airlines,\N,India
16753,Canadian World,CNN,Canada
16760,Pim Air,PHJ,Netherlands
16794,Carpatair Flight Training,SMW,Romania
16796,I-Fly,RSY,Russia
16798,T.A.T,\N,France
16804,Compania de Aviacion Faucett,CFP,Peru
16808,Kar-Air,KAR,Finland
16811,Alinord,\N,Italy
16825,Pacific Express,\N,United States
16826,Whitejets,WTJ,Brazil
16837,VickJet,VKJ,France
16844,BVI Airways,\N,British Virgin Islands
16858,Hamburg Airways,HAY,Germany
16860,Salsa d\\'Haiti,SLC,Haiti
16867,Zambezi Airlines (ZMA),\N,Zambia
16868,Kan Air,KND,Thailand
16881,Air Cudlua,CUD,United Kingdom
16882,Polet Airlines (Priv),\N,Russia
16895,Air Explore,AXE,Slovakia
16900,TROPICAL LINHAS AEREAS,TP3,Brazil
16901,12 North,N12,India
16919,Holidays Czech Airlines,HCC,Czech Republic
16921,Comtel Air,COE,Austria
16926,Mint Airways,MIC,Spain
16932,Orbit Airlines,OBT,United States
16939,Air Bucharest,BUR,Romania
16940,AlbaStar,LAV,Spain
16942,Mauritania Airlines International,MAI,Mauritania
16956,MAT Airways,MKD,Macedonia
16960,Asian Wings Airways,AWM,Burma
16963,Air Arabia Egypt,RBG,Egypt
16967,Eagles Airlines,EGS,Italy
16973,YES Airways,YEP,Poland
16975,Alitalia Cityliner,\N,Italy
16983,Direct Aero Services,DSV,Romania
16985,Medallion Air,MDP,Romania
17022,Orchid Airlines,ORC,Australia
17023,Asia Wings,AWA,Kazakhstan
17026,Georgian International Airlines,GNN,Georgia
17027,Air Batumi,BTM,Georgia
17082,Skywest Australia,\N,Australia
17083,Nile Air,NIA,Egypt
17086,Feeder Airlines,FDD,Sudan
17094,Senegal Airlines,SGG,Senegal
17095,Fly 6ix,\N,Sierra Leone
17099,Starbow Airlines,\N,Ghana
17115,Copenhagen Express,CX0,Denmark
17408,BusinessAir,BCC,Thailand
17519,SENIC AIRLINES,\N,United States
17557,Compass Airlines (Australia),CYM,Australia
17563,XOJET,XOJ,United States
17568,Dexter (DXT),DXT,Russia
17571,Sky Wing Pacific,CR7,South Korea
17572,Bateleur Air,BEU,South Africa
17574,Air Indus,AI0,Pakistan
17575,Samurai Airlines,770,Pakistan
17614,AirOne Continental,0,Slovakia
17618,AirOne Polska,1,Poland
17628,Orbit International Airlines,OAI,United States
17629,Orbit Regional Airlines,OAR,United States
17630,Orbit Atlantic Airways,OAN,United States
17658,Volotea,VOO,Spain
17666,Go Fly (United Kingdom),GOE,United Kingdom
17675,Peach Aviation,\N,Japan
17694,Helitt Líneas Aéreas,HTH,Spain
17695,Russia State Transport,RSD,Russia
17726,Malaysia Wings,MWI,Malaysia
17750,Aviabus,ABI,Russia
17780,Michael Airlines,MJG,Puerto Rico
17786,Korongo Airlines,KGO,Congo (Kinshasa)
17794,Indonesia Sky,IDS,Indonesia
17822,Pelangi ,\N,Malaysia
17841,Aws express,666,United States
17859,Southjet,SJS,United States
17860,Southjet connect,ZCS,United States
17861,Air Cape,\N,South Africa
17862,Southjet cargo,XAN,United States
17881,Iberia Express,IBS,Spain
17885,Interjet (ABC Aerolineas),\N,Mexico
17889,AirOnix,\N,Ukraine
17890,Nordic Global Airlines,NGB,Finland
17891,Scoot,SCO,Singapore
17893,Starling Airlines Spain,STS,Spain
17909,Hi Fly (5K),\N,Portugal
17911,China Northwest Airlines (WH),\N,China
17935,Zenith International Airline,ZNA,Thailand
17936,Orbit Airlines Azerbaijan,OAB,Azerbaijan
17955,Air Engiadina-BRN,RQX,Switzerland
17963,VG Airlines (IV),FVG,Belgium
17989,Air Alps Aviation (A6),\N,Austria
18011,Austrian Airtransport,AAT,Austria
18076,Flying kangaroo Airline,FKA,Australia
18083,RusJet,RSJ,Russia
18118,VietJet Air,VJC,Vietnam
18140,Spantax S.A.,BXS,Spain
18169,Patriot Airways,\N,United States
18178,Vision Airlines (V2),RBY,United States
18228,Chicago Express (C8),\N,United States
18232,BQB Lineas Aereas,\N,Uruguay
18237,AirAsia Japan,WAJ,Japan
18239,Yellowtail,YEL,United States
18241,Royal Airways,RAW,United States
18252,FlyHigh Airlines Ireland (FH),FHI,Ireland
18257,Executive AirShare,XSR,United States
18475,Hebei Airlines,HBH,China
18476,Air KBZ,KBZ,Burma
18477,Aero VIP (2D),\N,Portugal
18497,Yangon Airways Ltd.,\N,Burma
18529,T.J. Air,TJA,United States
18543,SkyWork Airlines ,\N,Switzerland
18545,ValueJet,VJA,United States
18553,Maastricht Airlines,\N,Netherlands
18592,CheapFlyingInternational,FQR,France
18616,Aviaexpresscruise,\N,Russia
18617,Euro Jet,\N,Germany
18621,Ukraine Atlantic,UAT,Ukraine
18637,AirOne Atlantic,AO1,Slovakia
18643,HQ- Business Express,\N,United States
18668,Nesma Airlines,NMA,Egypt
18672,East Horizon,EHN,Afghanistan
18673,Royal Southern Airlines.,RS1,Colombia
18676,Air Majoro,MJP,Peru
18681,Fly Zoom,UKZ,United Kingdom
18692,Rotana Jet,RJD,United Arab Emirates
18700,SOCHI AIR CHATER,QER,Russia
18702,Denim Air ,\N,Norway
18722,WestAir,\N,United States
18723,WestAir Airlines,\N,United States
18724,WestAir Airlines ,\N,United States
18727,North Pacific Airlines,\N,United States
18732,Malindo Air,MXD,Malaysia
18749,Tramm Airlines,TLM,Netherlands Antilles
18762,Lina Congo,\N,Congo (Brazzaville)
18781,Hermes Airlines,HRM,Greece
18825,Flightlink Tanzania,\N,Tanzania
18828,IzAvia,\N,Russia
18860,Катэкавиа,КТК,Russia
18863,Псковавиа,PKV,Russia
18896,3 Valleys Airlines,VA3,France
18930,Maryland Air,M1F,United States
18944,Insel Air (7I/INC) (Priv),\N,Netherlands Antilles
18946,VivaColombia,VVC,Colombia
18952,Flybe Finland Oy,FCM,Finland
18959,Bingo Airways,BGY,Poland
19007,Bluebird Airways (BZ),BBG,Greece
19016,Apache Air,IWA,United States
19025,Taunus Air Gmbh,TAQ,Germany
19026,MHS Aviation GmbH,\N,Germany
19030,Jettor Airlines,JTO,Hong Kong
19204,Eastern Atlantic Charters,EDI,United States
19208,GoDutch,GOD,Netherlands
19215,Flyme (VP),VQI,Maldives
19225,Thai Lion Air,\N,Thailand
19231,Deutsche Luftverkehrsgesellschaft,DLT,Germany
19232,Nürnberger Flugdienst,NFD,Germany
19244,Golden Myanmar Airlines,GMR,Burma
19262,ViznAir,VZA,United States
19276,Canaryfly,CNF,Spain
19280,Sunrise Airways,KSZ,Haiti
19287,National Air Cargo,NCR,United States
19290,Eastern Atlantic Virtual Airlines,EAV,United States
19305,Citilink Indonesia,\N,Indonesia
19317,Gulisano airways,GU1,Italy
19337,Transair,TTZ,Canada
19350,Comfort Express Virtual Charters Albany,EVC,United States
19351,Comfort Express Virtual Charters,CEO,United States
19358,Caribbean Wings,ZYZ,Turks and Caicos Islands
19359,FLYJET,FYJ,Poland
19361,Snowbird Airlines,SBD,Finland
19363,Russkie Krylya,KRY,Russia
19367,Kharkiv Airlines,KHK,Ukraine
19423,Key Air,KWY,United States
19433,XAIR USA,XAU,United States
19451,Air Costa,\N,India
19459,Simrik Airlines,RMK,Nepal
19465,Global Freightways,GF5,United States
19473,XPTO,XPT,Portugal
19474,Royal Flight,DME,Russia
19525,BBN-Airways,EGH,United Kingdom
19531,Tomsk-Avia,TKS,Russia
19538,Vintage Props and Jets,VPP,United States
19541,Malawian Airlines,\N,Malawi
19548,Yeti Airlines ,NYT,Nepal
19567,Avilu,...,Switzerland
19582,Air Serbia,ASL,Serbia
19599,Skyline Ulasim Ticaret A.S.,KCU,Turkey
19610,Air Lituanica,LTU,Lithuania
19619,Envoy Air,ENY,United States
19651,CARICOM AIRWAYS (BARBADOS) INC.,CCB,Barbados
19674,Rainbow Air (RAI),RAB,United States
19675,Rainbow Air Canada,RAY,Canada
19676,Rainbow Air Polynesia,RPO,United States
19677,Rainbow Air Euro,RUE,United Kingdom
19678,Rainbow Air US,RNY,United States
19745,Transilvania,TNS,Romania
19751,Dobrolet,DOB,Russia
19774,Spike Airlines,SAL,United States
19776,Grand Cru Airlines,GCA,Lithuania
19785,Go2Sky,RLX,Slovakia
19803,All Argentina,AL1,Argentina
19804,All America,AL2,United States
19805,All Asia,AL3,China
19806,All Africa,99F,South Africa
19807,Regionalia México,J88,Mexico
19808,All Europe,N99,United Kingdom
19809,All Spain,N77,Spain
19810,Regional Air Iceland,N78,Iceland
19811,British Air Ferries,??!,United Kingdom
19812,Voestar,K88,Brazil
19813,All Colombia,7KK,Colombia
19814,Regionalia Uruguay,2K2,Uruguay
19815,Regionalia Venezuela,9XX,Venezuela
19827,Regionalia Chile,CR1,Chile
19828,Vuela Cuba,6CC,Cuba
19830,All Australia,8K8,Australia
19831,Fly Europa,RWW,Spain
19834,FlyPortugal,FPT,Portugal
19845,FTI Fluggesellschaft,FTI,Germany
19886,Spring Airlines Japan,SJO,Japan
19890,Dense Airways,DWA,United States
19891,Dense Connection,DC2,United States
19908,Vuola Italia,VI4,Italy
19917,Jet Suite,RSP,United States
19923,Fly Jamaica Airways,FJM,Jamaica
19927,Island Express Air,\N,Canada
19928,All Argentina Express,Z9H,Argentina
19930,Thai Smile Airways,\N,Thailand
19944,International AirLink,\N,Jamaica
19963,Real Tonga,\N,Tonga
19970,All America AR,M7A,Argentina
19971,All America CL,R1R,Chile
19974,SOCHI AIR EXPRESS,SAE,Russia
19977,All America BR,A9B,Brazil
19979,FRA Air,X9F,Germany
19983,Royal,\N,Canada
19986,GREAT LAKES (GX),\N,Canada
20004,Volotea Costa Rica,VC9,Costa Rica
20017,Fly Romania,OTJ,Romania
20047,Eagle Atlantic Airlines,\N,Ghana
20051,Fly Africa Zimbabwe,FZW,Zimbabwe
20060,San Dima Air,SDI,United States
20073,All America CO,7ZC,Colombia
20074,All America MX,0MM,Mexico
20110,FOX Linhas Aereas,FOX,Brazil
20124,Wings of England,"..,",United Kingdom
20127,Air Kenya (Priv),\N,Kenya
20144,Via Conectia Airlines,CZV,Uruguay
20155,Hebradran Air Services,HBR,United Kingdom
20158,Pobeda,PBD,Russia
20160,City Airways,GTA,Thailand
20170,Norwegian Long Haul AS,NLH,Norway
20186,BA101,710,United Kingdom
20207,TransNusa Air,TNU,Indonesia
20218,Tomp Airlines,T9P,Chile
20220,Fuzhou Airlines,FZA,China
20221,Sky Angkor Airlines (ZA),SWM,Cambodia
20222,OneJet,\N,United States
20224,Global Airlines,GA0,Argentina
20225,Mann Yadanarpon Airlines,MYP,Burma
20261,International Flying Service,\N,Italy
20264,Air Vistara,VTI,India
20268,TransRussiaAirlines,RGG,Russia
20270,Severstal Air Company,\N,Russia
20282,REXAIR VIRTUEL,RXR,France
20285,WestJet Encore,WEN,Canada
20286,Air Pegasus,PPL,India
20288,International Europe,INE,Spain
20293,Sky Regional Airlines,SKV,Canada
20401,V Air,VAX,Taiwan
20415,Cello Aviation,CLJ,United Kingdom
20438,Naka Nihon Airlines Service,ALS,Japan
20478,Pouya Air,PYA,Iran
20548,Islands Express,\N,United States
20549,Atlantic Air Services,\N,United States
20565,Boutique Air (Priv),BTQ,United States
20566,FlyEgypt,FEG,Egypt
20577,VOLOTEA Airways,VOE,Spain
20580,Aguilar Connect,GUI,Chile
20589,ROYAL BRITAIN,ROB,United Kingdom
20599,INAVIA Internacional,IIR,Argentina
20607,Liberty Airways,LTY,United States
20608,Аэросервис,\N,Russia
20653,Aeronautica Militare,IAM,Italy
20657,Bassaka airlines,BSX,Cambodia
20675,Jetstar Japan ,JJP,Japan
20686,SkyBahamas Airlines,\N,Bahamas
20695,UVT Aero,\N,Russia
20698,First Flying,DAK,Japan
20710,Silver Airways (3M),\N,United States
20716,AtlasGlobal Ukraine,UJX,Ukraine
20725,Boliviana de Aviacion (OB),BOV,Bolivia
20726,US-Bangla Airlines,UBG,Bangladesh
20729,Norwegian Air International (D8),IBK,Norway
20752,ATA Airlines (Iran),\N,Iran
20769,VIA Líneas Aéreas,VIA,Argentina
20777,Palair Macedonia,PMK,Macedonia
20788,Palair Macedonia (3D),\N,Macedonia
20802,GermanXL,GXG,Germany
20808,Alghanim,KYA,United States
20824,Indonesa Air Aisa X,IDX,Indonesia
20827,Fly France,FRF,France
20875,Jota Aviation,ENZ,United Kingdom
